customer_id,signup_date,gender,age,city,country,traffic_source,device_type,customer_segment,total_orders,lifetime_value,last_order_date
115143,2021-06-18,,54,Madrid,Spain,Referral,Mobile,VIP,10,4208.87,2022-05-07
115254,2024-12-21,Non-binary,53,Berlin,Germany,Referral,Mobile,"At Risk",19,5480.42,2025-08-04
115267,2022-11-08,Female,35,Istanbul,Türkiye,"Organic Search",Desktop,VIP,8,3537.42,2023-02-15
115380,2024-11-20,Male,19,Istanbul,Türkiye,Direct,Desktop,"At Risk",10,382.44,2025-08-19
115687,2022-08-31,Female,32,Madrid,Spain,Direct,Desktop,"At Risk",8,1752.25,2023-04-26
115918,2023-12-26,Male,20,"New York",USA,Email,Desktop,"At Risk",15,7508.97,2024-12-02
116160,2025-05-15,Female,88,Paris,France,"Paid Search",Mobile,Loyal,12,7681.35,2026-05-11
116642,2021-09-01,Female,86,London,UK,Direct,Mobile,New,3,6084.33,2022-08-26
116768,2023-11-28,,18,Madrid,Spain,"Organic Search",Mobile,New,15,5740.04,2024-06-05
117501,2023-11-27,"Prefer not to say",51,London,UK,"Paid Search",Mobile,Returning,11,794.21,2024-09-20
118035,2022-10-13,Non-binary,58,Paris,France,Email,Desktop,Loyal,24,1347.72,2023-02-04
118272,2023-11-22,Female,23,Berlin,Germany,"Paid Search",Mobile,New,22,1409.5,2024-06-29
118732,2021-05-07,Female,46,Berlin,Germany,"Social Media",Desktop,Loyal,10,1547.75,2021-10-31
118971,2022-11-22,"Prefer not to say",61,Rome,Italy,"Paid Search",Mobile,Returning,24,2229.24,2024-03-03
119045,2025-10-14,Non-binary,29,Berlin,Germany,Direct,Tablet,Returning,13,1200.33,2026-09-13
119221,2024-07-28,,85,Rome,Italy,"Organic Search",Mobile,"At Risk",7,2894.37,2025-06-25
119648,2021-09-29,,52,Berlin,Germany,"Social Media",Desktop,Loyal,25,8213.56,2022-12-25
119699,2021-03-25,Female,67,London,UK,Direct,Tablet,Returning,11,5983.35,2021-06-21
119829,2021-01-22,Male,34,London,UK,"Organic Search",Desktop,New,9,6169.11,2021-05-28
120700,2021-04-16,Female,65,Madrid,Spain,"Organic Search",Desktop,New,0,0,NULL
120956,2023-07-26,Female,62,Rome,Italy,"Paid Search",Tablet,New,11,6681.78,2024-12-06
121025,2024-10-07,,80,Istanbul,Türkiye,"Paid Search",Mobile,"At Risk",24,4151.92,2025-04-01
121363,2021-11-22,Female,71,Toronto,Canada,"Organic Search",Desktop,Returning,6,6674.25,2022-11-30
121658,2022-12-27,Non-binary,86,Paris,France,Email,Desktop,Returning,25,645.86,2023-07-14
121785,2025-08-26,Male,25,Madrid,Spain,"Organic Search",Desktop,New,17,1363.79,2025-11-07
121829,2023-03-09,Male,72,"New York",USA,Direct,Mobile,Returning,21,6633.89,2023-09-26
121863,2025-09-26,Male,37,London,UK,Direct,Desktop,Returning,3,611.59,2025-12-12
122056,2024-12-14,Non-binary,79,"New York",USA,Email,Mobile,Loyal,13,9687.35,2026-04-21
122061,2021-06-07,"Prefer not to say",36,Toronto,Canada,Direct,Mobile,New,19,7840.91,2021-11-07
122533,2025-11-16,,79,Toronto,Canada,Direct,Desktop,Returning,23,7067.34,2026-04-29
122559,2022-01-25,Male,56,Istanbul,Türkiye,Direct,Mobile,Returning,21,349.63,2022-04-06
122621,2021-10-06,Female,64,Berlin,Germany,Referral,Desktop,"At Risk",3,157.87,2022-08-18
122717,2023-01-01,Male,69,Rome,Italy,"Paid Search",Desktop,VIP,9,2222.58,2023-03-15
122910,2022-05-08,Male,74,Berlin,Germany,"Social Media",Desktop,New,4,9083.22,2023-03-20
122965,2022-04-10,Female,39,Berlin,Germany,Referral,Mobile,VIP,13,3227.47,2022-11-07
123406,2022-09-10,Female,56,"New York",USA,Direct,Desktop,New,15,1813.58,2023-09-24
124248,2021-12-06,Non-binary,83,Berlin,Germany,"Social Media",Mobile,Loyal,24,983.75,2022-09-16
124295,2021-02-10,Female,81,London,UK,Email,Desktop,Loyal,2,3044.08,2022-01-18
124414,2022-02-17,Female,54,Berlin,Germany,"Social Media",Tablet,VIP,19,7818.51,2023-04-03
124778,2024-05-12,Male,73,Istanbul,Türkiye,"Organic Search",Desktop,Returning,17,9533.38,2025-05-06
124782,2024-10-28,Non-binary,84,Paris,France,"Paid Search",Desktop,Returning,8,7086.77,2025-10-09
125323,2022-10-16,Non-binary,48,Istanbul,Türkiye,"Organic Search",Mobile,Loyal,9,533,2022-12-17
125594,2024-04-01,Male,18,Rome,Italy,"Paid Search",Mobile,Loyal,14,759.4,2025-05-02
125815,2021-03-22,Male,41,Rome,Italy,"Paid Search",Desktop,New,8,8444.87,2021-12-10
126681,2021-11-11,Male,86,Istanbul,Türkiye,Direct,Mobile,"At Risk",20,3423.51,2022-07-03
127405,2025-11-29,Female,47,"New York",USA,Referral,Desktop,VIP,10,4191.57,2026-12-13
127497,2021-03-30,Female,87,Rome,Italy,Email,Desktop,VIP,16,3974.42,2022-06-04
128528,2025-06-25,"Prefer not to say",37,Madrid,Spain,Email,Mobile,Loyal,23,6259.48,2025-08-16
128586,2021-03-19,Male,42,Istanbul,Türkiye,Referral,Tablet,Loyal,23,8127.52,2022-04-15
128964,2024-06-04,Female,66,Berlin,Germany,"Social Media",Mobile,"At Risk",23,8752.06,2024-07-03
129333,2024-10-29,Female,42,Berlin,Germany,"Organic Search",Desktop,VIP,2,3567.61,2025-01-14
129724,2022-03-22,Non-binary,81,Madrid,Spain,Referral,Desktop,VIP,4,3530.13,2022-08-11
130104,2021-03-02,Female,61,"New York",USA,Referral,Desktop,Loyal,6,4288.45,2022-02-11
130451,2025-05-15,Female,48,Toronto,Canada,"Organic Search",Mobile,Returning,17,4699.47,2025-08-12
130484,2023-12-13,Female,62,Paris,France,"Organic Search",Tablet,New,10,5221.2,2024-09-21
131011,2021-11-25,,50,Toronto,Canada,"Paid Search",Mobile,New,7,1537.59,2022-04-09
131730,2025-08-30,Female,54,"New York",USA,Direct,Desktop,"At Risk",11,8268.84,2026-02-12
131738,2023-01-21,Male,53,Toronto,Canada,Referral,Mobile,VIP,1,7135.42,2024-02-03
131841,2024-03-28,Male,47,"New York",USA,"Social Media",Desktop,"At Risk",10,6033.61,2025-01-31
131891,2023-09-17,Male,78,Rome,Italy,"Organic Search",Mobile,Loyal,8,4608.35,2024-02-29
131936,2023-06-11,Female,21,"New York",USA,"Paid Search",Desktop,"At Risk",2,9436.51,2023-12-05
132017,2023-08-17,,38,Berlin,Germany,Email,Tablet,New,7,6685.66,2023-11-07
132075,2021-04-18,Female,65,Rome,Italy,Email,Mobile,Loyal,15,7173.05,2021-12-06
132191,2021-01-23,,32,"New York",USA,Direct,Mobile,"At Risk",15,2779.04,2022-05-15
132304,2025-06-08,Non-binary,79,Madrid,Spain,"Organic Search",Desktop,New,3,9750.36,2026-04-05
132684,2024-01-22,Female,87,Berlin,Germany,"Social Media",Desktop,Loyal,15,3936.28,2024-08-09
132701,2021-03-11,Female,81,Madrid,Spain,Email,Desktop,New,23,3944.6,2021-04-26
133302,2024-09-08,Non-binary,39,Istanbul,Türkiye,"Organic Search",Desktop,New,0,0,NULL
133830,2025-01-23,Female,38,Paris,France,Referral,Desktop,Returning,23,6294,2025-06-30
133831,2021-08-29,Male,39,Berlin,Germany,"Paid Search",Mobile,New,0,0,NULL
134035,2023-03-31,,28,"New York",USA,"Organic Search",Tablet,Returning,18,3573.44,2023-11-23
134798,2025-03-20,Female,49,Berlin,Germany,Direct,Tablet,"At Risk",23,6679.23,2025-04-05
135854,2022-10-10,Female,73,Berlin,Germany,"Paid Search",Desktop,New,23,4402.16,2024-02-03
136135,2024-04-08,,72,Toronto,Canada,Direct,Mobile,Loyal,5,9860.51,2024-05-03
136202,2022-05-14,Female,84,Madrid,Spain,Direct,Tablet,VIP,9,494.3,2022-10-18
136399,2022-03-18,Male,61,Toronto,Canada,"Organic Search",Tablet,VIP,20,6930.86,2023-02-08
136569,2021-11-18,Female,53,Toronto,Canada,Referral,Desktop,VIP,25,8658.91,2022-09-21
136809,2021-08-12,"Prefer not to say",73,"New York",USA,"Paid Search",Desktop,VIP,23,4883.39,2021-12-23
136964,2023-06-23,Male,31,Madrid,Spain,Direct,Mobile,New,9,7816.11,2024-09-20
137042,2022-12-29,,38,"New York",USA,Direct,Mobile,Loyal,14,8320.49,2023-04-10
137063,2024-07-18,Male,61,London,UK,Referral,Tablet,Returning,3,2205.71,2025-01-06
137192,2021-01-14,Female,56,London,UK,Referral,Mobile,Returning,16,2953.3,2021-02-01
138010,2024-12-01,"Prefer not to say",57,Berlin,Germany,Email,Tablet,New,4,2404.28,2025-07-13
138731,2021-01-28,,52,London,UK,Direct,Mobile,New,3,5193.76,2022-05-16
139099,2023-10-28,"Prefer not to say",70,"New York",USA,Email,Desktop,New,4,7768.34,2023-11-16
139231,2025-01-21,Male,77,Rome,Italy,"Paid Search",Tablet,Returning,18,3908.1,2025-06-02
139241,2024-08-21,Male,88,Toronto,Canada,"Paid Search",Mobile,VIP,15,1504.9,2025-04-05
139428,2021-04-04,Male,62,"New York",USA,"Paid Search",Tablet,"At Risk",13,8976.76,2022-01-23
139539,2023-10-27,"Prefer not to say",55,"New York",USA,"Paid Search",Tablet,Loyal,15,5519.14,2024-08-01
139758,2024-02-20,Non-binary,71,"New York",USA,Email,Mobile,VIP,23,7789.22,2025-01-14
141038,2025-09-18,Female,47,Toronto,Canada,"Social Media",Mobile,"At Risk",12,1112.59,2026-03-04
141544,2021-04-24,Male,55,Rome,Italy,Referral,Desktop,Loyal,17,4712.27,2022-03-17
141804,2024-09-10,Male,30,"New York",USA,Email,Mobile,Returning,15,2868.23,2024-10-03
141967,2024-10-14,"Prefer not to say",38,"New York",USA,Direct,Mobile,Loyal,12,4536.19,2025-06-11
142066,2024-07-15,Female,26,Madrid,Spain,Referral,Desktop,Returning,1,1351.88,2024-10-28
142067,2024-05-02,Female,31,"New York",USA,Direct,Mobile,Loyal,23,9031.66,2024-07-31
142362,2021-12-12,Male,36,Toronto,Canada,Email,Desktop,VIP,8,3510.53,2022-03-05
142420,2023-04-10,Male,81,Paris,France,Direct,Desktop,Loyal,12,1883.4,2023-09-20
142549,2022-09-30,Female,22,London,UK,Referral,Desktop,New,17,7876.45,2023-02-14
142599,2024-07-22,"Prefer not to say",62,"New York",USA,"Paid Search",Desktop,"At Risk",4,9783.89,2024-08-06
142686,2022-12-04,Female,54,Madrid,Spain,Direct,Mobile,New,24,9850.98,2023-08-14
143015,2021-04-14,Male,70,London,UK,Referral,Tablet,Loyal,25,4458.84,2022-07-12
143046,2022-12-22,Male,63,London,UK,"Organic Search",Mobile,VIP,16,3579.51,2023-10-23
144108,2023-09-11,Male,50,Rome,Italy,Direct,Mobile,"At Risk",6,9537.68,2023-12-29
144274,2024-10-03,Female,52,Istanbul,Türkiye,"Organic Search",Mobile,Loyal,5,5044.75,2024-10-05
144730,2021-02-17,,72,Paris,France,Referral,Mobile,Loyal,9,2957.35,2021-12-29
144894,2023-07-09,"Prefer not to say",61,Berlin,Germany,"Organic Search",Desktop,"At Risk",9,1130.26,2024-11-08
145146,2025-06-02,Male,78,Berlin,Germany,"Social Media",Tablet,Returning,6,6647.08,2025-10-15
145200,2022-02-05,"Prefer not to say",64,Istanbul,Türkiye,Email,Mobile,VIP,9,1361.97,2023-02-10
145599,2023-12-20,Female,44,Rome,Italy,"Organic Search",Tablet,VIP,12,9364.82,2024-08-17
145691,2024-02-03,"Prefer not to say",43,Istanbul,Türkiye,Email,Mobile,New,18,4382.49,2024-03-15
146346,2024-08-05,,49,Istanbul,Türkiye,"Social Media",Tablet,Returning,18,3339.53,2024-08-08
147024,2022-11-14,Male,59,Toronto,Canada,"Social Media",Desktop,"At Risk",8,6136.05,2023-06-24
147087,2023-11-12,Female,59,Paris,France,Referral,Mobile,"At Risk",12,1079.04,2024-04-18
147164,2024-06-19,"Prefer not to say",21,Toronto,Canada,"Organic Search",Desktop,Loyal,16,7653.85,2024-11-20
147165,2025-02-05,,85,Rome,Italy,Email,Desktop,Loyal,24,2071.01,2026-05-03
147592,2021-12-08,,40,London,UK,Email,Mobile,Returning,0,0,NULL
147974,2025-08-08,Female,59,Madrid,Spain,"Social Media",Tablet,Loyal,7,2454.83,2026-09-07
148075,2021-09-30,Non-binary,79,Istanbul,Türkiye,"Social Media",Mobile,Loyal,9,4902.78,2021-12-15
148463,2024-10-25,Female,84,Rome,Italy,Email,Mobile,"At Risk",10,2093,2025-04-05
149319,2024-07-12,"Prefer not to say",72,"New York",USA,Referral,Desktop,Returning,5,8561.79,2025-03-10
149405,2024-02-07,Non-binary,55,Rome,Italy,"Organic Search",Mobile,VIP,10,461.1,2025-03-29
149744,2023-01-18,,71,"New York",USA,Direct,Desktop,"At Risk",0,0,NULL
149990,2022-08-09,,42,Rome,Italy,Referral,Tablet,New,23,1485.66,2023-09-01
150538,2025-03-12,Non-binary,77,Rome,Italy,"Paid Search",Mobile,Loyal,24,8178.39,2025-04-06
150672,2023-01-08,Female,21,Paris,France,Direct,Tablet,New,12,964.91,2023-01-14
150695,2023-05-21,Female,67,Paris,France,"Social Media",Mobile,VIP,25,8801.05,2023-08-31
150917,2022-10-26,Female,85,Paris,France,"Social Media",Desktop,VIP,3,2039.87,2023-03-04
151093,2021-10-19,Male,62,"New York",USA,Direct,Desktop,VIP,9,1708.88,2022-03-02
151468,2025-03-14,Non-binary,34,Toronto,Canada,"Paid Search",Mobile,VIP,13,4729.55,2025-07-05
152157,2022-05-28,Non-binary,34,Madrid,Spain,"Social Media",Mobile,VIP,22,5389.13,2022-06-04
152158,2022-10-12,,42,London,UK,"Paid Search",Desktop,New,7,7711.87,2024-01-21
152183,2022-02-10,"Prefer not to say",31,Istanbul,Türkiye,"Paid Search",Tablet,New,16,9017.76,2022-03-09
152461,2024-11-24,Female,18,Istanbul,Türkiye,Direct,Desktop,VIP,20,6234.51,2025-07-31
152538,2022-06-16,Male,84,Toronto,Canada,"Social Media",Tablet,Returning,6,9999.9,2023-08-15
153343,2025-10-01,"Prefer not to say",31,Paris,France,Email,Desktop,Returning,10,8194.45,2026-05-22
154314,2023-04-11,Female,72,Toronto,Canada,Direct,Mobile,Loyal,6,196.3,2024-02-18
154593,2024-07-27,,44,Toronto,Canada,"Organic Search",Desktop,"At Risk",23,5299.09,2024-07-28
154665,2024-05-09,"Prefer not to say",79,Rome,Italy,"Organic Search",Desktop,"At Risk",6,2235.93,2024-06-19
155376,2025-06-30,Male,84,"New York",USA,"Social Media",Mobile,Returning,11,4418.04,2026-03-21
155862,2023-04-30,Male,53,Istanbul,Türkiye,"Organic Search",Mobile,Loyal,13,8291.16,2023-11-06
156559,2022-06-01,,30,Rome,Italy,Referral,Tablet,Loyal,3,985.98,2023-08-30
156654,2023-12-28,Female,23,Madrid,Spain,Direct,Mobile,VIP,11,5251.82,2024-12-26
156670,2021-02-15,Female,53,Istanbul,Türkiye,"Social Media",Mobile,VIP,15,7261.27,2021-07-17
156843,2023-09-22,"Prefer not to say",77,"New York",USA,Direct,Tablet,VIP,2,2887.61,2024-12-01
156885,2023-04-09,"Prefer not to say",30,London,UK,Referral,Desktop,New,23,7873.41,2023-08-14
157685,2021-11-29,,55,Istanbul,Türkiye,"Organic Search",Desktop,Returning,18,3672.7,2022-02-25
157979,2025-12-02,Male,56,Rome,Italy,"Organic Search",Tablet,"At Risk",23,7281.11,2026-04-10
158031,2023-10-29,Male,73,Paris,France,"Social Media",Tablet,New,16,3522.36,2024-09-27
158371,2022-08-18,Female,23,Rome,Italy,Email,Tablet,Returning,0,0,NULL
158752,2022-06-05,Female,19,Berlin,Germany,Referral,Mobile,New,25,3844.02,2022-12-13
158825,2025-05-16,"Prefer not to say",26,"New York",USA,"Social Media",Desktop,Returning,23,4984.7,2026-07-25
158849,2022-02-21,Male,29,Rome,Italy,Referral,Desktop,Returning,16,9477.86,2022-12-14
159180,2022-03-25,Non-binary,81,"New York",USA,"Paid Search",Mobile,"At Risk",6,3625.9,2022-08-19
159894,2022-05-23,Male,25,Toronto,Canada,Email,Desktop,Loyal,22,1900.57,2023-03-02
160239,2022-07-15,Female,88,Paris,France,Direct,Desktop,VIP,19,6767.55,2023-08-13
160319,2025-10-16,,35,Paris,France,"Organic Search",Mobile,New,0,0,NULL
160987,2022-01-05,Non-binary,50,London,UK,Referral,Mobile,VIP,11,746.54,2022-11-16
161077,2023-05-24,Male,38,Istanbul,Türkiye,"Social Media",Desktop,"At Risk",18,610.58,2023-07-05
161143,2022-06-28,Male,29,Paris,France,"Paid Search",Desktop,Returning,9,9783.81,2023-01-19
161268,2022-03-31,Male,56,Toronto,Canada,"Social Media",Desktop,New,0,0,NULL
161560,2022-05-16,Male,49,"New York",USA,Direct,Mobile,New,0,0,NULL
161640,2022-02-25,Male,64,Toronto,Canada,"Paid Search",Desktop,Loyal,24,473.8,2023-01-02
161652,2022-01-30,Female,63,Toronto,Canada,"Paid Search",Desktop,VIP,23,8070.97,2022-09-17
162674,2021-07-22,Female,32,"New York",USA,"Social Media",Desktop,New,16,3886.75,2022-09-15
163107,2025-10-10,"Prefer not to say",41,Madrid,Spain,Email,Mobile,Returning,9,9866,2026-08-01
163758,2021-05-20,Female,57,Istanbul,Türkiye,Referral,Desktop,New,16,6488.52,2022-01-05
163807,2022-09-20,Female,48,Madrid,Spain,Direct,Desktop,VIP,24,8035.25,2024-01-18
164799,2025-07-22,Male,22,Paris,France,"Social Media",Desktop,"At Risk",4,217.55,2025-11-25
165348,2021-07-30,Male,53,Madrid,Spain,"Paid Search",Desktop,"At Risk",4,4785.37,2022-10-25
165870,2022-04-21,Male,51,Paris,France,Email,Mobile,Returning,8,9334.19,2022-06-10
166023,2022-01-28,"Prefer not to say",29,Toronto,Canada,"Social Media",Desktop,VIP,9,8608.4,2022-08-12
166172,2024-02-01,"Prefer not to say",31,Berlin,Germany,"Organic Search",Desktop,Loyal,17,369.03,2024-07-30
166547,2025-06-26,Non-binary,61,Berlin,Germany,Direct,Mobile,Returning,16,8840.76,2026-07-14
167310,2025-07-23,Female,56,Paris,France,Referral,Desktop,"At Risk",24,2165.69,2025-12-20
167543,2025-01-26,"Prefer not to say",51,Madrid,Spain,Referral,Mobile,Loyal,3,8422.98,2025-02-07
167571,2024-07-07,Male,51,Rome,Italy,"Paid Search",Mobile,Loyal,16,8562.82,2025-11-09
167634,2022-01-23,Female,87,Paris,France,"Organic Search",Tablet,Loyal,10,5942.08,2022-06-20
168013,2022-05-30,Male,66,Rome,Italy,"Organic Search",Tablet,New,17,9623.3,2022-07-10
168026,2025-01-25,Male,27,Rome,Italy,"Organic Search",Tablet,VIP,4,3769.98,2026-05-27
168495,2022-05-14,Female,43,"New York",USA,"Organic Search",Desktop,"At Risk",0,0,NULL
169066,2023-09-24,Female,36,Istanbul,Türkiye,"Organic Search",Mobile,New,20,5875.51,2024-05-13
169380,2022-10-01,,75,Berlin,Germany,"Paid Search",Mobile,Loyal,1,5836.46,2023-12-15
169489,2022-07-21,"Prefer not to say",56,Paris,France,Email,Tablet,Returning,1,7038.28,2023-04-02
170016,2022-10-17,"Prefer not to say",45,Rome,Italy,Email,Tablet,"At Risk",16,8179.34,2023-12-09
170253,2025-07-25,Male,40,Madrid,Spain,"Organic Search",Mobile,New,6,6029.43,2025-08-17
171036,2022-05-19,,86,"New York",USA,Email,Desktop,Returning,6,179.04,2022-10-23
171540,2024-03-25,Female,52,"New York",USA,"Social Media",Tablet,"At Risk",19,5902.46,2024-11-18
171623,2023-11-30,Female,62,Istanbul,Türkiye,"Organic Search",Desktop,Loyal,20,7180.75,2025-01-16
171884,2025-10-30,Male,50,Istanbul,Türkiye,Referral,Tablet,VIP,1,404.39,2026-10-04
172190,2024-05-20,Male,81,Berlin,Germany,"Paid Search",Desktop,Returning,0,0,NULL
172430,2022-11-15,Non-binary,68,Istanbul,Türkiye,Direct,Desktop,VIP,6,7314.04,2022-12-25
172892,2023-08-18,Male,36,Toronto,Canada,"Social Media",Tablet,Loyal,2,5667.97,2024-03-25
173142,2023-08-05,Female,78,Madrid,Spain,Direct,Tablet,"At Risk",24,7724.22,2024-07-14
173488,2025-02-14,Male,31,Madrid,Spain,Email,Desktop,VIP,3,927.49,2025-10-13
173875,2023-08-06,Female,22,Madrid,Spain,"Organic Search",Desktop,New,4,9879.69,2024-01-19
173882,2022-02-11,Male,25,London,UK,Email,Desktop,Returning,16,6581.89,2022-10-26
174162,2021-11-03,Female,44,"New York",USA,"Organic Search",Tablet,Returning,15,6290.14,2022-04-16
174361,2022-09-30,Female,73,Rome,Italy,Direct,Mobile,Loyal,15,1656.6,2023-07-15
175027,2021-03-08,Female,73,Istanbul,Türkiye,Referral,Mobile,VIP,13,4516.86,2021-09-24
175795,2025-08-07,,34,Rome,Italy,"Organic Search",Mobile,"At Risk",4,5682.14,2026-03-22
175840,2023-01-16,Male,84,Toronto,Canada,"Paid Search",Tablet,VIP,11,9907.61,2023-07-20
176063,2024-01-10,Male,55,Berlin,Germany,"Paid Search",Desktop,"At Risk",20,6789.36,2024-09-22
176224,2025-01-22,Female,61,Istanbul,Türkiye,Direct,Desktop,Returning,11,1065.99,2026-04-17
176348,2023-09-03,Female,51,Paris,France,"Social Media",Desktop,"At Risk",22,8131.94,2023-11-13
176748,2023-12-30,Male,86,Berlin,Germany,"Organic Search",Desktop,VIP,13,8074.92,2024-08-31
176978,2024-06-21,Male,51,Rome,Italy,"Social Media",Desktop,VIP,10,4524.49,2025-06-26
177047,2023-01-29,Male,42,Madrid,Spain,Referral,Mobile,New,16,2186.51,2023-01-30
177659,2023-09-03,,38,Rome,Italy,Referral,Tablet,Returning,17,9061.81,2025-01-11
177765,2025-09-26,Male,77,Madrid,Spain,Direct,Desktop,Loyal,14,8772.3,2027-01-10
177770,2022-11-01,,66,Toronto,Canada,"Social Media",Desktop,Returning,10,8960.04,2023-05-04
177810,2025-02-02,,77,"New York",USA,Referral,Mobile,"At Risk",14,5096.7,2026-03-19
177958,2023-05-27,"Prefer not to say",61,Madrid,Spain,Direct,Mobile,VIP,17,8888.06,2024-07-28
178209,2025-02-25,Female,20,London,UK,Referral,Mobile,Returning,6,2271.2,2025-08-03
178522,2024-01-15,"Prefer not to say",40,Istanbul,Türkiye,Direct,Mobile,VIP,9,7530.62,2024-08-02
178553,2025-07-02,Non-binary,62,Toronto,Canada,"Organic Search",Desktop,"At Risk",10,1533.97,2026-09-23
178774,2021-02-28,,48,"New York",USA,"Social Media",Desktop,"At Risk",17,8623.5,2021-06-08
178779,2023-11-10,Female,66,Rome,Italy,Email,Tablet,"At Risk",11,9929.06,2024-12-25
