customer_id,signup_date,gender,age,city,country,traffic_source,device_type,customer_segment,total_orders,lifetime_value,last_order_date
797034,2021-10-24,Non-binary,68,London,UK,Referral, Desktop,Loyal,16,8793.15,2022-02-13
281411,2021-05-13,FEMALE,22,Berlin,Germany,Social Media,mobile,At Risk,8,5926.74,2022-06-25
484957,2022-03-22,Non-binary,66,Madrid,Spain,Social Media,Tablet,Returning,17,5218.3,2022-06-29
675457,2023-12-29,Female,47,Istanbul,Türkiye,Email,Desktop,New,21,8413.75,2025-03-27
837191,2022-08-03,Female,30,London,UK,Email,Desktop,Returning,18,4697.04,2022-08-10
913524,2024-09-14,Male,69,Paris,France,Paid Search,Tablet,At Risk,15,4946.48,2026-01-05
807249,2024-09-14,Prefer not to say,49,Toronto,Canada,Email,Tablet,Loyal,25,5671.91,2025-03-21
874075,2023-02-12,male,31,Berlin,Germany,Organic Search,Mobile,Loyal,18,4951.4,2024-05-18
492904,2025-04-11,Male,47,Toronto,Canada,Social Media,Mobile,VIP,21,390.01,2025-12-02
190667,2025-09-22,male,60,Berlin,Germany,Email,Tablet,Loyal,23,2448.41,2026-07-20
560284,2025-03-16,Male,82,Madrid,Spain,Direct,Tablet,New,18,862.92,2025-09-28
796000,2024-07-04,FEMALE,41,Paris,France,Referral,Mobile,Returning,14,3732.27,2025-03-24
633123,2024-07-28,,75,Toronto,Canada,Social Media,mobile,At Risk,2,9330.56,2025-09-17
213174,2021-03-11,Male,53,London,UK,Direct,Desktop,At Risk,15,6186.47,2021-04-10
916256,2024-10-27,Male,76,Rome,Italy,Paid Search,Tablet,New,0,4415.95,2025-04-17
271650,2022-02-10,Female,40,Paris,France,Email,Mobile,Returning,10,66.79,2022-08-30
646243,2024-01-08,male,85,Berlin,Germany,Email,Desktop,VIP,21,5200.87,2025-02-28
980753,2023-06-16,,23,New York,USA,Email, Desktop,Loyal,8,4437.89,2023-09-20
512357,2024-03-02,Male,28,Toronto,Canada,Paid Search,mobile,Returning,17,5098.01,2025-06-18
488521,2023-11-06,male,40,Madrid,Spain,Referral,mobile,VIP,11,9363.31,2024-11-13
613480,2023-07-25,Prefer not to say,88,New York,USA,Paid Search,Tablet,At Risk,17,8123.54,2024-10-12
868360,2025-01-07,male,46,Madrid,Spain,Referral,Mobile,VIP,22,8768.81,2026-01-02
131011,2021-11-25,,50,Toronto,Canada,Paid Search,mobile,New,7,1537.59,2022-04-09
592117,2023-02-27,Female,26,Istanbul,Türkiye,Social Media,mobile,New,1,2729.0,2023-03-28
145599,2023-12-20,FEMALE,44,Rome,Italy,Organic Search,Tablet,VIP,12,9364.82,2024-08-17
423516,2023-03-08,Male,47,Toronto,Canada,Email,mobile,Loyal,18,2680.02,2023-08-03
837549,2021-11-05,Male,60,Rome,Italy,Organic Search, Desktop,VIP,18,9028.93,2023-01-17
989508,2021-12-29,,32,Paris,France,Referral,Desktop,VIP,19,5283.62,2022-03-13
744675,2024-07-06,Female,44,Madrid,Spain,Referral,Desktop,Loyal,13,4901.8,2025-07-05
721998,2024-12-12,Male,86,Istanbul,Türkiye,Direct,Desktop,Returning,6,9098.47,2026-01-15
706261,2023-06-28,male,52,New York,USA,Email,Tablet,New,18,6116.75,2024-03-15
512719,2025-05-11,,78,Berlin,Germany,Organic Search,Mobile,New,5,2800.16,2025-07-21
778592,2025-01-15,Prefer not to say,87,Madrid,Spain,Social Media,mobile,New,22,3965.01,2025-09-07
278624,2022-05-10,FEMALE,58,Berlin,Germany,Referral,mobile,New,9,3463.14,2022-06-15
276783,2024-09-09,Male,74,Rome,Italy,Social Media,Tablet,Loyal,22,9448.96,2025-11-25
626635,2025-02-07,male,75,Istanbul,Türkiye,Email,Mobile,At Risk,0,134.84,2025-03-05
337961,2025-05-07,male,70,Rome,Italy,Email,Mobile,Returning,25,2869.5,2026-02-16
112899,2024-12-06,Prefer not to say,39,Toronto,Canada,Social Media, Desktop,VIP,23,6799.9,2025-10-15
907952,2025-05-15,Prefer not to say,87,New York,USA,Direct,Desktop,Loyal,12,5782.39,2026-08-09
309208,2024-02-14,FEMALE,34,Istanbul,Türkiye,Direct,mobile,Loyal,23,354.54,2025-05-19
665829,2024-07-06,Non-binary,38,Madrid,Spain,Direct,Mobile,VIP,0,9703.21,2025-07-19
674974,2025-09-04,,31,Toronto,Canada,Email,Desktop,Returning,1,2263.85,2026-08-13
343454,2021-08-10,Male,22,Istanbul,Türkiye,Direct,mobile,Returning,11,1158.16,2022-10-01
524101,2025-09-22,Prefer not to say,46,Berlin,Germany,Paid Search,Tablet,At Risk,12,8270.79,2026-11-04
638728,2025-06-09,male,39,Rome,Italy,Referral,Mobile,New,25,5763.35,2026-07-22
460527,2021-07-23,Male,18,London,UK,Social Media,Tablet,At Risk,19,9468.36,2022-03-10
988627,2025-05-26,Prefer not to say,67,Istanbul,Türkiye,Direct,Desktop,At Risk,16,8857.32,2025-10-03
705861,2021-02-19,,75,Istanbul,Türkiye,Referral,Desktop,VIP,3,3744.83,2021-08-25
470434,2025-04-05,Female,60,Berlin,Germany,Social Media,Mobile,Returning,22,8402.78,2026-05-30
581434,2023-01-05,Female,70,Rome,Italy,Social Media,mobile,New,8,549.11,2023-11-29
382359,2022-08-28,male,58,Paris,France,Paid Search,Desktop,Loyal,11,2579.11,2023-08-30
791236,2021-01-04,,82,Berlin,Germany,Email,Mobile,At Risk,25,8328.37,2021-09-12
674615,2021-07-24,Male,72,New York,USA,Organic Search,mobile,At Risk,21,9513.35,2021-11-13
738524,2022-03-20,Female,52,Rome,Italy,Direct,Tablet,At Risk,24,1510.35,2022-06-10
864831,2022-03-30,Prefer not to say,86,London,UK,Organic Search,Desktop,Returning,8,6434.68,2022-08-08
105986,2022-04-17,Prefer not to say,65,Rome,Italy,Organic Search,Mobile,Loyal,10,5740.27,2022-05-24
502327,2024-11-02,Prefer not to say,61,Madrid,Spain,Social Media,Tablet,VIP,19,768.87,2025-12-13
921722,2025-07-06,,73,Paris,France,Direct,Tablet,New,3,5955.25,2026-10-21
998576,2021-04-21,male,46,Toronto,Canada,Email,mobile,At Risk,0,698.83,2021-07-17
960341,2021-11-09,male,44,Toronto,Canada,Email,Mobile,Loyal,25,6471.73,2022-11-18
876474,2021-12-04,FEMALE,81,Paris,France,Social Media,Mobile,VIP,9,7883.9,2023-03-10
637395,2022-05-30,FEMALE,83,Madrid,Spain,Paid Search,mobile,VIP,16,3225.3,2023-07-25
948444,2022-07-24,Non-binary,82,Madrid,Spain,Direct,Tablet,Returning,9,2646.02,2022-08-13
235527,2022-11-16,Female,51,New York,USA,Referral,mobile,Returning,12,414.89,2024-03-28
643873,2024-04-08,Non-binary,24,Madrid,Spain,Email,Mobile,At Risk,20,7020.12,2024-07-22
915160,2021-09-22,Male,62,Paris,France,Social Media,mobile,Returning,16,855.04,2023-01-06
688626,2022-11-17,FEMALE,74,London,UK,Referral,Tablet,At Risk,6,8523.9,2022-11-26
315466,2023-05-29,FEMALE,39,London,UK,Email,mobile,At Risk,21,9075.84,2023-10-24
546788,2021-08-17,Non-binary,73,London,UK,Direct,mobile,At Risk,18,4879.51,2022-02-27
158849,2022-02-21,male,29,Rome,Italy,Referral,Desktop,Returning,16,9477.86,2022-12-14
604471,2023-09-21,Male,71,New York,USA,Direct,Mobile,VIP,1,2615.5,2024-12-07
482453,2021-06-24,male,50,Toronto,Canada,Direct,Mobile,VIP,25,558.12,2021-09-24
697687,2021-12-26,Non-binary,88,Paris,France,Organic Search,mobile,At Risk,0,5680.33,2023-02-17
681331,2022-09-01,FEMALE,66,Rome,Italy,Direct,Desktop,At Risk,22,2015.2,2022-09-02
309546,2021-12-25,FEMALE,66,London,UK,Email,Mobile,New,16,4168.65,2023-01-28
629237,2024-06-17,,40,London,UK,Referral,mobile,Returning,5,2236.35,2025-07-30
533481,2024-06-06,male,87,Rome,Italy,Paid Search, Desktop,At Risk,8,8211.45,2025-01-23
608480,2022-05-22,Non-binary,50,Berlin,Germany,Direct, Desktop,VIP,16,6416.22,2023-04-30
952860,2025-05-02,Female,86,London,UK,Paid Search,Tablet,Returning,23,3234.25,2026-07-16
474121,2021-11-30,FEMALE,22,Paris,France,Direct,Tablet,Returning,20,2627.89,2022-10-30
534555,2021-03-27,Male,37,Toronto,Canada,Direct,Tablet,Loyal,24,8582.05,2022-04-24
462889,2024-06-18,Non-binary,53,Madrid,Spain,Social Media,Desktop,At Risk,11,1432.15,2024-09-27
101661,2021-05-06,Non-binary,27,Toronto,Canada,Email,Tablet,New,8,3384.27,2021-06-11
664635,2021-01-09,FEMALE,81,New York,USA,Email,Tablet,At Risk,23,4869.82,2022-03-09
666345,2022-02-01,Prefer not to say,68,Madrid,Spain,Organic Search,Desktop,VIP,11,5692.98,2023-02-15
753776,2024-12-15,Male,66,London,UK,Social Media,Desktop,New,7,8593.09,2025-06-28
924646,2023-09-06,Female,35,Paris,France,Referral,Tablet,VIP,16,4405.85,2024-03-20
742202,2025-04-26,Female,66,Toronto,Canada,Organic Search, Desktop,Returning,21,2514.81,2026-07-13
447222,2021-09-26,Non-binary,19,London,UK,Direct,Desktop,New,9,6572.14,2021-11-26
580401,2021-10-31,Male,38,New York,USA,Paid Search,Mobile,Returning,24,1623.44,2022-01-04
728993,2023-05-04,,68,Toronto,Canada,Social Media,Mobile,Loyal,7,2055.03,2023-08-22
129333,2024-10-29,Female,42,Berlin,Germany,Organic Search, Desktop,VIP,2,3567.61,2025-01-14
943652,2022-07-25,FEMALE,78,New York,USA,Paid Search, Desktop,At Risk,3,7954.88,2022-10-24
340758,2023-06-11,Prefer not to say,65,Paris,France,Referral, Desktop,Loyal,10,6703.16,2024-06-24
766234,2022-01-11,,24,Rome,Italy,Paid Search,mobile,At Risk,11,3533.65,2022-02-06
285819,2023-07-26,male,79,Madrid,Spain,Paid Search, Desktop,Returning,9,1076.0,2023-11-05
677509,2024-09-23,FEMALE,47,New York,USA,Referral,Tablet,Loyal,22,635.57,2024-11-07
712851,2022-02-22,FEMALE,24,Madrid,Spain,Social Media,Desktop,Loyal,0,9991.27,2023-01-13
289565,2023-07-25,Prefer not to say,49,Istanbul,Türkiye,Social Media,Mobile,Loyal,5,9327.78,2024-01-07
196051,2021-02-05,Prefer not to say,80,Rome,Italy,Organic Search, Desktop,Loyal,12,9628.31,2021-10-26
937223,2023-11-27,male,23,Paris,France,Organic Search,Desktop,Loyal,22,1801.21,2023-12-01
677795,2021-10-27,Non-binary,82,New York,USA,Social Media,Mobile,New,22,9471.95,2022-01-08
935817,2025-09-14,Non-binary,44,London,UK,Paid Search,mobile,Returning,5,2382.45,2026-05-19
992625,2023-12-22,FEMALE,61,Madrid,Spain,Social Media, Desktop,At Risk,7,7597.92,2025-05-05
956096,2022-03-13,Male,19,London,UK,Organic Search, Desktop,Returning,14,5416.7,2022-08-04
367695,2023-04-20,Female,87,London,UK,Direct,Tablet,Loyal,23,1921.2,2024-04-23
134035,2023-03-31,,28,New York,USA,Organic Search,Tablet,Returning,18,3573.44,2023-11-23
982633,2025-09-05,FEMALE,18,Istanbul,Türkiye,Email,Tablet,Returning,9,7353.95,2027-01-09
805810,2024-08-27,FEMALE,60,Rome,Italy,Organic Search,Mobile,New,22,1835.87,2024-12-17
173875,2023-08-06,FEMALE,22,Madrid,Spain,Organic Search,Desktop,New,4,9879.69,2024-01-19
187277,2023-04-27,Non-binary,81,London,UK,Organic Search,Tablet,Loyal,24,2497.0,2023-10-21
117501,2023-11-27,Prefer not to say,51,London,UK,Paid Search,mobile,Returning,11,794.21,2024-09-20
575003,2024-05-09,,49,Berlin,Germany,Email,Desktop,At Risk,22,7324.52,2025-08-27
115267,2022-11-08,Female,35,Istanbul,Türkiye,Organic Search, Desktop,VIP,8,3537.42,2023-02-15
890778,2021-10-25,,19,Istanbul,Türkiye,Referral,mobile,Loyal,9,6852.46,2022-10-18
892290,2023-03-14,,64,Toronto,Canada,Direct,mobile,Returning,8,99.63,2023-10-18
394856,2022-04-16,,24,Toronto,Canada,Organic Search,Mobile,At Risk,14,45.04,2023-04-06
361681,2025-05-30,Female,34,New York,USA,Paid Search, Desktop,At Risk,8,1849.67,2026-04-21
381691,2022-03-23,Male,60,Rome,Italy,Organic Search, Desktop,Returning,6,3299.01,2022-06-13
214807,2024-02-22,Prefer not to say,28,New York,USA,Paid Search,Desktop,At Risk,3,3555.58,2024-11-22
936016,2022-01-14,,81,Istanbul,Türkiye,Email,Desktop,New,2,6666.28,2022-12-31
755152,2022-05-31,Prefer not to say,65,Rome,Italy,Social Media, Desktop,At Risk,20,725.56,2022-11-15
293577,2023-04-24,male,81,Rome,Italy,Email,Tablet,New,7,9533.77,2023-10-18
461153,2023-04-22,FEMALE,35,Paris,France,Referral, Desktop,At Risk,1,1639.82,2024-03-29
404385,2024-04-02,Male,32,Madrid,Spain,Paid Search, Desktop,Loyal,18,9085.27,2024-09-07
172892,2023-08-18,Male,36,Toronto,Canada,Social Media,Tablet,Loyal,2,5667.97,2024-03-25
275605,2021-09-23,FEMALE,83,Paris,France,Email,Mobile,At Risk,23,9008.36,2022-09-08
267379,2023-01-11,male,41,London,UK,Paid Search,Mobile,VIP,7,2403.51,2023-10-10
367613,2023-12-16,FEMALE,70,New York,USA,Paid Search,Mobile,Returning,16,5336.29,2024-09-10
652998,2021-04-27,Female,88,Istanbul,Türkiye,Paid Search, Desktop,VIP,7,3620.61,2022-03-28
276312,2025-02-06,Male,50,New York,USA,Social Media,Mobile,At Risk,1,8542.29,2025-04-17
788554,2023-07-28,FEMALE,58,Madrid,Spain,Referral,mobile,VIP,25,3861.76,2023-08-16
386171,2022-08-27,Male,19,Istanbul,Türkiye,Organic Search,Desktop,New,20,114.02,2023-08-06
779689,2023-08-19,Male,45,Rome,Italy,Direct,Tablet,Loyal,14,6970.13,2024-11-28
846156,2024-03-19,male,44,Toronto,Canada,Organic Search,Mobile,New,9,7226.3,2025-03-19
408798,2024-06-27,Female,55,New York,USA,Referral, Desktop,Loyal,12,8440.98,2025-02-12
576789,2025-01-30,Female,49,Toronto,Canada,Direct,Tablet,Loyal,15,8953.55,2025-09-24
836756,2025-10-18,,32,Istanbul,Türkiye,Referral,mobile,Loyal,6,4222.57,2026-04-16
437643,2025-02-01,Female,67,New York,USA,Social Media,Desktop,New,16,7125.83,2026-04-03
620611,2021-04-03,,45,Toronto,Canada,Direct,mobile,Returning,0,7079.01,2022-01-26
596784,2023-06-08,FEMALE,62,New York,USA,Paid Search,Tablet,Returning,21,4622.1,2024-05-15
219737,2023-08-29,Non-binary,71,Madrid,Spain,Email,Mobile,New,10,4488.31,2024-10-19
124782,2024-10-28,Non-binary,84,Paris,France,Paid Search,Desktop,Returning,8,7086.77,2025-10-09
427160,2025-08-15,Prefer not to say,21,New York,USA,Paid Search,Desktop,New,2,1669.09,2025-12-20
505334,2024-05-18,Prefer not to say,46,Madrid,Spain,Direct,Mobile,VIP,4,1219.25,2025-05-25
460020,2023-06-02,FEMALE,56,New York,USA,Referral,Desktop,New,24,1672.2,2023-10-24
541365,2023-09-26,Prefer not to say,32,London,UK,Referral,Tablet,VIP,1,9850.07,2024-11-16
934879,2022-09-20,Prefer not to say,22,Rome,Italy,Social Media,Desktop,VIP,23,2752.95,2023-11-04
297173,2022-08-11,Non-binary,29,London,UK,Paid Search,mobile,VIP,10,8329.22,2023-04-29
370973,2023-08-23,Non-binary,21,Madrid,Spain,Social Media, Desktop,At Risk,0,4215.13,2023-11-16
214044,2025-08-20,,21,New York,USA,Organic Search, Desktop,At Risk,0,7921.49,2026-04-14
365770,2021-07-03,,45,Rome,Italy,Email,mobile,At Risk,10,1909.21,2022-03-15
865620,2021-01-18,Prefer not to say,78,Madrid,Spain,Referral, Desktop,New,13,4536.23,2021-03-24
634895,2023-11-24,,29,London,UK,Paid Search,Tablet,Returning,2,4574.89,2024-04-23
319247,2021-08-15,male,60,Istanbul,Türkiye,Social Media,Tablet,Returning,5,3317.38,2022-06-14
735068,2021-06-17,FEMALE,55,Istanbul,Türkiye,Social Media,mobile,At Risk,14,3873.62,2021-10-01
552623,2023-12-08,FEMALE,85,Toronto,Canada,Referral,Desktop,New,5,3098.64,2025-01-05
956728,2024-08-27,Female,44,Berlin,Germany,Email,Desktop,New,15,5074.36,2025-07-20
121829,2023-03-09,male,72,New York,USA,Direct,mobile,Returning,21,6633.89,2023-09-26
336321,2023-02-14,Non-binary,35,Toronto,Canada,Paid Search,mobile,Loyal,20,9991.39,2023-03-04
118732,2021-05-07,FEMALE,46,Berlin,Germany,Social Media, Desktop,Loyal,10,1547.75,2021-10-31
516615,2024-05-16,FEMALE,26,New York,USA,Organic Search,Mobile,New,21,768.95,2025-04-06
253576,2021-06-28,,34,Madrid,Spain,Paid Search,mobile,VIP,21,2799.82,2022-09-20
137042,2022-12-29,,38,New York,USA,Direct,Mobile,Loyal,14,8320.49,2023-04-10
853753,2023-10-26,Male,19,London,UK,Email, Desktop,Returning,6,700.35,2025-02-09
268010,2024-10-03,Female,76,London,UK,Referral, Desktop,VIP,21,3117.33,2026-01-08
567317,2021-11-11,Male,23,Madrid,Spain,Organic Search, Desktop,VIP,0,8449.16,2022-06-30
838832,2022-06-01,Female,50,Toronto,Canada,Paid Search,Mobile,Returning,9,8989.1,2022-07-25
630903,2024-08-09,Female,38,Berlin,Germany,Social Media, Desktop,Loyal,3,54.23,2025-10-14
811118,2025-07-29,male,64,Berlin,Germany,Organic Search,Mobile,VIP,7,3780.27,2025-11-06
547390,2025-07-11,male,35,Madrid,Spain,Direct, Desktop,New,9,5241.46,2025-12-10
671161,2025-04-30,Female,74,New York,USA,Organic Search,mobile,Loyal,20,96.76,2026-05-26
972672,2022-08-25,Prefer not to say,78,Rome,Italy,Paid Search,mobile,At Risk,6,5199.4,2023-08-15
331315,2025-05-30,FEMALE,46,Berlin,Germany,Referral,Desktop,VIP,15,2294.06,2026-02-27
